ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents
1258531221,CnhrU3z1KvucKh9O2,192.168.1.102,68,192.168.1.1,67,udp,dhcp,0.16382,301,300,SF,T,T,0,Dd,1,329,1,328,-
1258531680,CbTkuB4D3ZbBuctEz3,192.168.1.103,137,192.168.1.255,137,udp,dns,3.780125,350,0,S0,T,T,0,D,7,546,0,0,-
1258531694,CBCvjL14J3VLEH9CD5,192.168.1.102,137,192.168.1.255,137,udp,dns,3.748647,350,0,S0,T,T,0,D,7,546,0,0,-
1258531636,CQUN2e1nR7ssOSz4yg,192.168.1.103,138,192.168.1.255,138,udp,-,46.72538,560,0,S0,T,T,0,D,3,644,0,0,-
1258531694,C2MJvU3MCK7ALk6Edl,192.168.1.102,138,192.168.1.255,138,udp,-,2.248589,348,0,S0,T,T,0,D,2,404,0,0,-
1258531804,ClxrpI2NcJTcQMXHg6,192.168.1.104,137,192.168.1.255,137,udp,dns,3.748893,350,0,S0,T,T,0,D,7,546,0,0,-
1258531747,CCo6XY1YyGAwLoN165,192.168.1.104,138,192.168.1.255,138,udp,-,59.052898,549,0,S0,T,T,0,D,3,633,0,0,-
1258531924,CuaaOV1gjb16pXmwpc,192.168.1.103,68,192.168.1.1,67,udp,dhcp,0.044779,303,300,SF,T,T,0,Dd,1,331,1,328,-
1258531940,Cpt3tW2gOZ3pcdIfaj,192.168.1.102,138,192.168.1.255,138,udp,-,-,-,-,S0,T,T,0,D,1,229,0,0,-
1258532047,CCfb3G4OKiNNCfbCy7,192.168.1.104,68,192.168.1.1,67,udp,dhcp,0.002103,311,300,SF,T,T,0,Dd,1,339,1,328,-
1258532143,CGzCkz2TIyu0TZuied,192.168.1.102,1170,192.168.1.1,53,udp,dns,0.068511,36,215,SF,T,T,0,Dd,1,64,1,243,-
1258532204,CuOFaB2yyKfuPAdzd3,192.168.1.104,1174,192.168.1.1,53,udp,dns,0.170962,36,215,SF,T,T,0,Dd,1,64,1,243,-
1258532331,CrBFYY3A5fbh71Wyme,192.168.1.1,5353,224.0.0.251,5353,udp,dns,0.100381,273,0,S0,T,T,0,D,2,329,0,0,-
1258532331,CjA4K82TqlyaE3dyUb,fe80::219:e3ff:fee7:5d23,5353,ff02::fb,5353,udp,dns,0.100371,273,0,S0,F,F,0,D,2,369,0,0,-
1258532405,CzbkM11IQtljpZZLRe,192.168.1.103,137,192.168.1.255,137,udp,dns,3.873818,350,0,S0,T,T,0,D,7,546,0,0,-
1258532418,C5pvwh36OTOvR6DCKh,192.168.1.102,137,192.168.1.255,137,udp,dns,3.748891,350,0,S0,T,T,0,D,7,546,0,0,-
1258532405,Ct6D7S2tFkfcm48aN8,192.168.1.103,138,192.168.1.255,138,udp,-,2.25784,348,0,S0,T,T,0,D,2,404,0,0,-
1258532456,Ca6eLh1ThE5xo3PSW5,192.168.1.102,1173,192.168.1.1,53,udp,dns,0.000267,33,497,SF,T,T,0,Dd,1,61,1,525,-
1258532418,CbyToB3Ax6GfvTpjXi,192.168.1.102,138,192.168.1.255,138,udp,-,2.248843,348,0,S0,T,T,0,D,2,404,0,0,-
1258532526,Csp7shm4HuMufpkoj,192.168.1.1,5353,224.0.0.251,5353,udp,dns,0.099824,273,0,S0,T,T,0,D,2,329,0,0,-
1258532526,CrYUYV3XqfeJkQDqCh,fe80::219:e3ff:fee7:5d23,5353,ff02::fb,5353,udp,dns,0.099813,273,0,S0,F,F,0,D,2,369,0,0,-
1258532528,CRpJ521sgYwXe8z5qf,192.168.1.104,137,192.168.1.255,137,udp,dns,3.748895,350,0,S0,T,T,0,D,7,546,0,0,-
1258532528,CRU20l1jba2VRflQa5,192.168.1.104,138,192.168.1.255,138,udp,-,2.248339,348,0,S0,T,T,0,D,2,404,0,0,-
1258532644,CPTQEe4pgOBDPnsIo7,192.168.1.1,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,T,T,0,D,1,154,0,0,-
1258532644,C214OT1tPXqsRUBkcf,fe80::219:e3ff:fee7:5d23,5353,ff02::fb,5353,udp,dns,-,-,-,S0,F,F,0,D,1,174,0,0,-
1258532657,Ceanth4TlKusI3sEQd,192.168.1.102,138,192.168.1.255,138,udp,-,-,-,-,S0,T,T,0,D,1,229,0,0,-
1258532684,C0LV1p3gfs8YeI5mrh,192.168.1.103,138,192.168.1.255,138,udp,-,-,-,-,S0,T,T,0,D,1,240,0,0,-
1258532824,CjsAjU3kFHLc1VGXa3,192.168.1.104,138,192.168.1.255,138,udp,-,-,-,-,S0,T,T,0,D,1,229,0,0,-
1258533004,CMxAIFtyQSo3PeqG7,192.168.1.102,68,192.168.1.1,67,udp,dhcp,0.011807,301,300,SF,T,T,0,Dd,1,329,1,328,-
1258533129,CYNB0T1Kc12g0MsfM5,192.168.1.103,137,192.168.1.255,137,udp,dns,3.748641,350,0,S0,T,T,0,D,7,546,0,0,-
1258533143,Coh0L72uUIF8Cd5csg,192.168.1.102,137,192.168.1.255,137,udp,dns,3.748893,350,0,S0,T,T,0,D,7,546,0,0,-
1258533129,Cwj2NX1sDQNidVXPWd,192.168.1.103,138,192.168.1.255,138,udp,-,2.248336,348,0,S0,T,T,0,D,2,404,0,0,-
1258533143,CTua9h3CZ5JlCiP69,192.168.1.102,138,192.168.1.255,138,udp,-,2.248086,348,0,S0,T,T,0,D,2,404,0,0,-
1258533253,CEfZtJ1GmKTyBeENk7,192.168.1.104,137,192.168.1.255,137,udp,dns,3.764644,350,0,S0,T,T,0,D,7,546,0,0,-
1258533253,CQ9G3o1HshHScKGuJh,192.168.1.104,138,192.168.1.255,138,udp,-,2.249087,348,0,S0,T,T,0,D,2,404,0,0,-
1258533406,Cz90P31h94qlAJIGb5,192.168.1.103,138,192.168.1.255,138,udp,-,-,-,-,S0,T,T,0,D,1,240,0,0,-
1258533547,C888Af2eV6g6C2iet4,192.168.1.104,138,192.168.1.255,138,udp,-,-,-,-,S0,T,T,0,D,1,229,0,0,-
1258533745,CBTilV3pkIbF4yXJQc,192.168.1.1,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,T,T,0,D,1,105,0,0,-
1258533745,Cgn8xR1Lztqa6t2HJ8,fe80::219:e3ff:fee7:5d23,5353,ff02::fb,5353,udp,dns,-,-,-,S0,F,F,0,D,1,125,0,0,-
1258533706,CeeIKa4SMNlIUglEGc,192.168.1.103,68,192.168.1.1,67,udp,dhcp,0.011605,303,300,SF,T,T,0,Dd,1,331,1,328,-
1258533766,CrwZzt3tbW5fLHfKke,192.168.1.102,138,192.168.1.255,138,udp,-,-,-,-,S0,T,T,0,D,1,229,0,0,-
1258533854,CXqZknBu2SLuUAsBh,192.168.1.103,137,192.168.1.255,137,udp,dns,3.748893,350,0,S0,T,T,0,D,7,546,0,0,-
1258533867,CdGzCP2uURS4SdgPZ2,192.168.1.102,137,192.168.1.255,137,udp,dns,3.7489,350,0,S0,T,T,0,D,7,546,0,0,-
1258533828,COnOcR1YgqvjkVVfU2,192.168.1.104,68,192.168.1.1,67,udp,dhcp,0.002141,311,300,SF,T,T,0,Dd,1,339,1,328,-
1258533854,C9Nupt3voxlUuj7pMg,192.168.1.103,138,192.168.1.255,138,udp,-,2.248587,348,0,S0,T,T,0,D,2,404,0,0,-
1258533867,C8Ewna37loLjSSb0Gl,192.168.1.102,138,192.168.1.255,138,udp,-,2.248337,348,0,S0,T,T,0,D,2,404,0,0,-
1258533977,CzYX65FLytRzZeALh,192.168.1.104,137,192.168.1.255,137,udp,dns,3.748892,350,0,S0,T,T,0,D,7,546,0,0,-
1258533977,CHznME4FTdGRGEp0Yb,192.168.1.104,138,192.168.1.255,138,udp,-,2.248342,348,0,S0,T,T,0,D,2,404,0,0,-
1258534152,CTNJnRTVI6IU1yWZ6,192.168.1.102,1180,68.216.79.113,37,tcp,-,2.850214,0,0,S0,T,T,0,S,2,96,0,0,-
1258534152,CrUMGq3St1uD6Fesii,192.168.1.102,59040,192.168.1.1,53,udp,dns,0.18914,44,178,SF,T,T,0,Dd,1,72,1,206,-
1258534161,CEgm9P3PCfVsrX7Mf8,192.168.1.102,1180,68.216.79.113,37,tcp,-,-,-,-,S0,T,T,0,S,1,48,0,0,-
1258534429,CrTOsn3wHCpAXdtMa7,192.168.1.103,138,192.168.1.255,138,udp,-,-,-,-,S0,T,T,0,D,1,240,0,0,-
1258534488,C1KnXJrx7mEvEYsqc,192.168.1.102,138,192.168.1.255,138,udp,-,-,-,-,S0,T,T,0,D,1,229,0,0,-
1258534578,Cl3Hv01pA2Qt3tzqd,192.168.1.103,137,192.168.1.255,137,udp,dns,3.764629,350,0,S0,T,T,0,D,7,546,0,0,-
1258534582,CLNJ1Y2qvXwYQRxKeb,192.168.1.103,1190,192.168.1.1,53,udp,dns,0.068749,36,215,SF,T,T,0,Dd,1,64,1,243,-
